SPID,date,% Paper,% Plastic
10912,2020-10-28,"0,5","0,5"
10912,2020-10-29,"1,0","0,0"
10912,2020-10-30,"0,5","0,5"
10912,2020-10-31,"0,3","0,3"
10912,2020-11-01,"1,0","0,0"
10912,2020-11-02,"0,4","0,5"
10912,2020-11-03,"1,0","0,0"
10912,2020-11-04,"0,2","0,4"
10912,2020-11-05,"1,0","0,0"
10912,2020-11-06,"1,0","0,8"
10912,2020-11-07,"0,3","0,5"
10912,2020-11-08,"0,5","0,4"
10912,2020-11-09,"0,5","0,5"
10912,2020-11-10,"1,0","0,0"
10912,2020-11-11,"0,5","0,4"
10912,2020-11-12,"1,0","0,0"
10912,2020-11-13,"1,0","0,8"
10912,2020-11-14,"0,5","0,4"
10912,2020-11-15,"0,5","0,4"
10912,2020-11-16,"0,55","0,5"
10912,2020-11-17,"1,0","0,0"
10912,2020-11-18,"0,5","0,1"
10912,2020-11-19,"1,0","0,0"
10912,2020-11-20,"1,0","1,0"
10912,2020-11-21,"0,5","0,5"
10912,2020-11-22,"0,5","0,5"
10912,2020-11-23,"1,0","1,0"
10912,2020-11-24,"1,0","0,0"
10912,2020-11-25,"0,5","0,5"
10912,2020-11-26,"1,0","0,0"
10912,2020-11-27,"1,0","1,0"
10912,2020-11-28,"0,5","0,4"
10912,2020-11-29,"0,5","0,5"
10912,2020-11-30,"1,0","1,0"
10912,2020-12-01,"0,9","0,5"
10912,2020-12-02,"0,1","0,2"
10912,2020-12-03,"0,8","0,6"
10912,2020-12-04,"0,9","0,4"
10912,2020-12-05,"0,47500000000000003","0,45"
10912,2020-12-06,"0,6666666666666666","0,13333333333333333"
10912,2020-12-07,"0,6","0,3333333333333333"
10912,2020-12-08,"0,6","0,5"
10912,2020-12-09,"0,4","0,3"
10912,2020-12-10,"1,0","1,0"
10912,2020-12-11,"0,6666666666666666","0,19999999999999998"
10912,2020-12-12,"0,9","0,4"
10912,2020-12-13,"0,7000000000000001","0,3333333333333333"
10912,2020-12-14,"0,4","0,5"
10912,2020-12-15,"0,7","0,3"
10912,2020-12-16,"0,8","0,8"
10912,2020-12-17,"1,0","0,8"
10912,2020-12-18,"0,6","0,3333333333333333"
10912,2020-12-19,"0,6","0,13333333333333333"
10912,2020-12-20,"1,0","0,0"
10912,2020-12-21,"0,55","0,5"
10912,2020-12-22,"0,8","0,3"
10912,2020-12-23,"0,4","0,5"
10912,2020-12-24,"1,0","1,0"
10912,2020-12-25,"1,0","0,2"
10912,2020-12-26,"0,4666666666666666","0,26666666666666666"
10912,2020-12-27,"0,6666666666666666","0,3333333333333333"
10912,2020-12-28,"0,5","0,5"
10912,2020-12-29,"0,9","0,3"
10912,2020-12-30,"0,6","0,3333333333333333"
10912,2020-12-31,"0,5","0,4"
10912,2021-01-01,"0,5333333333333333","0,13333333333333333"
10912,2021-01-02,"0,39999999999999997","0,19999999999999998"
10912,2021-01-03,"0,9","0,4"
10912,2021-01-04,"1,0","0,8"
10912,2021-01-05,"0,5","0,5"
10912,2021-01-06,"0,55","0,2"
10912,2021-01-07,"0,55","0,3"
10912,2021-01-08,"0,6","0,3333333333333333"
10912,2021-01-09,"0,2","0,2"
10912,2021-01-10,"0,6666666666666666","0,19999999999999998"
10912,2021-01-11,"0,3","0,3"
10912,2021-01-12,"0,5333333333333333","0,06666666666666667"
10912,2021-01-13,"0,5","0,4"
10912,2021-01-14,"0,5","0,3"
10912,2021-01-15,"0,9","0,4"
10912,2021-01-16,"0,1","0,4"
10912,2021-01-17,"0,6666666666666666","0,19999999999999998"
10912,2021-01-18,"0,8","0,8"
10912,2021-01-19,"1,0","0,0"
10912,2021-01-20,"0,5","0,5"
10912,2021-01-21,"1,0","0,0"
10912,2021-01-22,"0,5","0,4"
10912,2021-01-23,"0,5","0,2"
10912,2021-01-24,"0,5","0,5"
10912,2021-01-25,"0,5","0,3"
10912,2021-01-26,"0,8","0,0"
10912,2021-01-27,"0,5","0,4"
10912,2021-01-28,"1,0","0,0"
10912,2021-01-29,"0,4","0,5"
10912,2021-01-30,"0,5","0,3"
10912,2021-01-31,"1,0","0,0"
10912,2021-02-01,"0,5","0,5"
10912,2021-02-02,"1,0","0,0"
10912,2021-02-03,"0,8","0,8"
10912,2021-02-04,"1,0","0,0"
10912,2021-02-05,"0,5","0,2"
10912,2021-02-06,"0,5","0,4"
10912,2021-02-07,"1,0","0,0"
10912,2021-02-08,"1,0","0,8"
10912,2021-02-09,"1,0","0,0"
10912,2021-02-10,"1,0","0,8"
10912,2021-02-11,"1,1","0,0"
10912,2021-02-12,"0,5","0,5"
10912,2021-02-13,"0,5","0,2"
10912,2021-02-14,"1,1","0,0"
10912,2021-02-15,"0,5","0,5"
10912,2021-02-16,"1,0","0,0"
10912,2021-02-17,"0,55","0,5"
10912,2021-02-18,"1,1","0,0"
10912,2021-02-19,"1,0","1,0"
10912,2021-02-20,"0,6","0,19999999999999998"
10912,2021-02-21,"1,0","0,0"
10912,2021-02-22,"0,8","1,0"
10912,2021-02-23,"1,0","0,0"
10912,2021-02-24,"0,5","0,4"
10912,2021-02-25,"0,8","0,0"
10912,2021-02-26,"1,0","0,8"
10912,2021-02-27,"0,6","0,3333333333333333"
10912,2021-02-28,"1,0","0,0"
10912,2021-03-01,"1,0","0,8"
10912,2021-03-02,"1,0","0,0"
10912,2021-03-03,"0,8","0,8"
10912,2021-03-04,"0,8","0,0"
10912,2021-03-05,"1,0","1,0"
10912,2021-03-06,"0,5333333333333333","0,26666666666666666"
10912,2021-03-07,"0,9","0,0"
10912,2021-03-08,"0,8","0,8"
10912,2021-03-09,"1,0","0,0"
10912,2021-03-10,"1,0","1,0"
10912,2021-03-11,"1,0","0,0"
10912,2021-03-12,"1,0","0,5"
10912,2021-03-13,"0,39999999999999997","0,19999999999999998"
10912,2021-03-14,"1,0","0,5"
10912,2021-03-15,"0,5","0,3"
10912,2021-03-16,"1,0","0,0"
10912,2021-03-17,"1,0","1,0"
10912,2021-03-18,"1,0","0,0"
10912,2021-03-19,"0,9","0,4"
10912,2021-03-20,"0,9","0,4"
10912,2021-03-21,"0,9","0,4"
10912,2021-03-22,"1,0","1,0"
10912,2021-03-23,"1,0","0,0"
10914,2019-01-01,"0,895","0,0"
10914,2019-01-02,"0,3333333333333333","0,25"
10914,2019-01-03,"0,5","0,375"
10914,2019-01-04,"0,75","0,0"
10914,2019-01-05,"0,6666666666666666","0,16"
10914,2019-01-06,"0,6666666666666666","0,14666666666666667"
10914,2019-01-07,"0,8","0,8"
10914,2019-01-08,"1,0","0,0"
10914,2019-01-09,"1,0","0,0"
10914,2019-01-10,"1,0","0,8"
10914,2019-01-11,"0,7","0,3"
10914,2019-01-12,"0,5833333333333334","0,13333333333333333"
10914,2019-01-13,"0,6666666666666666","0,21666666666666667"
10914,2019-01-14,"1,0","0,6"
10914,2019-01-15,"0,8","0,0"
10914,2019-01-16,"0,4","0,4"
10914,2019-01-17,"0,8","0,64"
10914,2019-01-18,"0,6","0,0"
10914,2019-01-19,"0,6666666666666666","0,19999999999999998"
10914,2019-01-20,"0,6666666666666666","0,3333333333333333"
10914,2019-01-21,"1,0","0,6"
10914,2019-01-22,"0,8","0,0"
10914,2019-01-23,"0,8","0,8"
10914,2019-01-24,"0,8","0,8"
10914,2019-01-25,"1,0","0,0"
10914,2019-01-26,"0,6333333333333333","0,25"
10914,2019-01-27,"0,6666666666666666","0,21666666666666667"
10914,2019-01-28,"0,375","0,325"
10914,2019-01-29,"0,75","0,0"
10914,2019-01-30,"1,0","0,0"
10914,2019-01-31,"0,375","0,4"
10914,2019-02-01,"0,75","0,0"
10914,2019-02-02,"0,6333333333333333","0,16666666666666666"
10914,2019-02-03,"0,5333333333333333","0,21666666666666667"
10914,2019-02-04,"0,375","0,2"
10914,2019-02-05,"1,0","0,0"
10914,2019-02-06,"0,5","0,375"
10914,2019-02-07,"0,5","0,375"
10914,2019-02-09,"0,6","0,3333333333333333"
10914,2019-02-10,"0,4666666666666666","0,3"
10914,2019-02-11,"0,4","0,22"
10914,2019-02-12,"1,0","0,0"
10914,2019-02-13,"1,0","0,0"
10914,2019-02-14,"0,8","0,4"
10914,2019-02-15,"0,8","0,0"
10914,2019-02-16,"0,4833333333333334","0,3333333333333333"
10914,2019-02-17,"0,62","0,3333333333333333"
10914,2019-02-18,"0,8","0,6"
10914,2019-02-19,"0,8","0,0"
10914,2019-02-20,"0,75","0,0"
10914,2019-02-21,"0,375","0,375"
10914,2019-02-22,"0,675","0,0"
10914,2019-02-23,"0,5499999999999999","0,25"
10914,2019-02-24,"0,42","0,26666666666666666"
10914,2019-02-25,"0,325","0,3"
10914,2019-02-26,"0,8","0,0"
10914,2019-02-27,"0,4","0,375"
10914,2019-02-28,"0,5","0,375"
10914,2019-03-01,"0,8","0,0"
10914,2019-03-02,"0,4666666666666666","0,25"
10914,2019-03-03,"0,36333333333333334","0,25"
10914,2019-03-04,"0,375","0,25"
10914,2019-03-05,"0,75","0,0"
10914,2019-03-06,"0,7","0,0"
10914,2019-03-07,"0,4","0,4"
10914,2019-03-08,"0,36000000000000004","0,13333333333333333"
10914,2019-03-09,"0,5866666666666667","0,19999999999999998"
10914,2019-03-10,"0,4533333333333333","0,3333333333333333"
10914,2019-03-11,"0,4","0,4"
10914,2019-03-12,"0,6","0,0"
10914,2019-03-13,"1,0","0,0"
10914,2019-03-14,"0,3","0,4"
10914,2019-03-15,"0,6599999999999999","0,0"
10914,2019-03-16,"0,52","0,26666666666666666"
10914,2019-03-17,"0,6666666666666666","0,21333333333333335"
10914,2019-03-18,"0,8","0,4"
10914,2019-03-19,"0,8","0,0"
10914,2019-03-20,"0,8","0,0"
10914,2019-03-21,"0,3","0,4"
10914,2019-03-22,"0,7","0,0"
10914,2019-03-23,"0,5066666666666667","0,18666666666666668"
10914,2019-03-24,"0,6666666666666666","0,19999999999999998"
10914,2019-03-25,"0,5","0,4"
10914,2019-03-26,"1,0","0,0"
10914,2019-03-27,"0,72","0,0"
10914,2019-03-28,"0,38","0,4"
10914,2019-03-29,"0,9","0,0"
10914,2019-03-30,"0,5466666666666667","0,3333333333333333"
10914,2019-03-31,"0,6666666666666666","0,26666666666666666"
10914,2019-04-01,"0,4","0,4"
10914,2019-04-02,"0,8","0,0"
10914,2019-04-03,"1,1","0,0"
10914,2019-04-04,"0,26","0,26"
10914,2019-04-05,"0,9","0,0"
10914,2019-04-06,"0,56","0,3333333333333333"
10914,2019-04-07,"0,5766666666666667","0,26666666666666666"
10914,2019-04-08,"0,5","0,4"
10914,2019-04-09,"1,0","0,0"
10914,2019-04-10,"1,1","0,0"
10914,2019-04-11,"0,8","0,8"
10914,2019-04-12,"0,9","0,0"
10914,2019-04-13,"0,6133333333333333","0,3333333333333333"
10914,2019-04-14,"0,45999999999999996","0,35333333333333333"
10914,2019-04-15,"1,0","0,6"
10914,2019-04-16,"1,0","0,0"
10914,2019-04-17,"1,0","0,0"
10914,2019-04-18,"1,0","1,0"
10914,2019-04-19,"0,9","0,0"
10914,2019-04-20,"0,47666666666666674","0,18666666666666668"
10914,2019-04-21,"0,36000000000000004","0,19999999999999998"
10914,2019-04-22,"0,8","0,6"
10914,2019-04-23,"1,1","0,0"
10914,2019-04-24,"0,44","0,32"
10914,2019-04-25,"0,4","0,3"
10914,2019-04-26,"0,54","0,0"
10914,2019-04-27,"0,5666666666666667","0,16"
10914,2019-04-28,"0,6133333333333333","0,21333333333333335"
10914,2019-04-29,"0,5","0,4"
10914,2019-04-30,"1,0","0,0"
10914,2019-05-01,"0,4","0,4"
10914,2019-05-02,"0,5","0,26"
10914,2019-05-03,"0,64","0,0"
10914,2019-05-04,"0,4000000000000001","0,26666666666666666"
10914,2019-05-05,"0,48666666666666664","0,26666666666666666"
10914,2019-05-06,"0,4","0,4"
10914,2019-05-07,"0,8","0,0"
10914,2019-05-08,"0,6","0,0"
10914,2019-05-09,"0,34","0,22"
10914,2019-05-10,"1,0","0,0"
10914,2019-05-11,"0,52","0,22666666666666668"
10914,2019-05-12,"0,5866666666666667","0,14333333333333334"
10914,2019-05-13,"0,4","0,4"
10914,2019-05-14,"0,76","0,0"
10914,2019-05-15,"0,8","0,0"
10914,2019-05-16,"0,34","0,34"
10914,2019-05-17,"0,5333333333333333","0,26666666666666666"
10914,2019-05-18,"0,6133333333333333","0,19999999999999998"
10914,2019-05-19,"0,6666666666666666","0,21333333333333335"
10914,2019-05-20,"0,22","0,26"
10914,2019-05-21,"0,72","0,0"
10914,2019-05-22,"1,0","0,6"
10914,2019-05-23,"0,3333333333333333","0,5333333333333333"
10914,2019-05-24,"0,9","0,0"
10914,2019-05-25,"0,6266666666666666","0,18666666666666668"
10914,2019-05-26,"0,5866666666666667","0,19999999999999998"
10914,2019-05-27,"0,38","0,2"
10914,2019-05-28,"0,8","0,0"
10914,2019-05-29,"1,0","0,0"
10914,2019-05-30,"1,0","1,0"
10914,2019-05-31,"0,99","0,0"
10914,2019-06-01,"0,58","0,22666666666666668"
10914,2019-06-02,"0,52","0,16"
10914,2019-06-03,"1,0","0,8"
10914,2019-06-04,"1,0","0,0"
10914,2019-06-05,"0,56","0,0"
10914,2019-06-06,"0,5","0,5"
10914,2019-06-07,"0,8400000000000001","0,0"
10914,2019-06-08,"0,6","0,19999999999999998"
10914,2019-06-09,"0,64","0,17333333333333334"
10914,2019-06-10,"1,0","0,8"
10914,2019-06-11,"1,0","0,0"
10914,2019-06-12,"0,68","0,0"
10914,2019-06-13,"0,38","0,46"
10914,2019-06-14,"1,0","0,0"
10914,2019-06-15,"1,0","0,4"
10914,2019-06-16,"0,46","0,5"
10914,2019-06-17,"0,5","0,28"
10914,2019-06-18,"0,92","0,0"
10914,2019-06-19,"1,06","0,0"
10914,2019-06-20,"0,46","0,5"
10914,2019-06-21,"0,66","0,0"
10914,2019-06-22,"0,36000000000000004","0,09333333333333334"
10914,2019-06-23,"0,4266666666666667","0,09333333333333334"
10914,2019-06-24,"0,38","0,34"
10914,2019-06-25,"1,0","0,0"
10914,2019-06-26,"1,0","0,0"
10914,2019-06-27,"0,4","0,4"
10914,2019-06-28,"0,54","0,0"
10914,2019-06-29,"0,5466666666666667","0,18666666666666668"
10914,2019-06-30,"0,5733333333333334","0,10666666666666667"
10914,2019-07-01,"0,26","0,26"
10914,2019-07-02,"1,0","0,0"
10914,2019-07-03,"0,48","0,0"
10914,2019-07-04,"0,5","0,4"
10914,2019-07-05,"0,56","0,0"
10914,2019-07-06,"0,6","0,08"
10914,2019-07-07,"0,5333333333333333","0,10666666666666667"
10914,2019-07-08,"0,5","0,3"
10914,2019-07-09,"0,8","0,0"
10914,2019-07-10,"1,0","1,0"
10914,2019-07-11,"1,0","0,6"
10914,2019-07-12,"0,8","0,0"
10914,2019-07-13,"0,4666666666666666","0,16"
10914,2019-07-14,"0,45999999999999996","0,0"
10914,2019-07-15,"0,4","0,2"
10914,2019-07-16,"1,0","0,0"
10914,2019-07-17,"0,6","0,0"
10914,2019-07-18,"0,4","0,2"
10914,2019-07-19,"0,72","0,0"
10914,2019-07-20,"0,3866666666666667","0,10666666666666667"
10914,2019-07-21,"0,36000000000000004","0,06666666666666667"
10914,2019-07-22,"0,3","0,22"
10914,2019-07-23,"0,84","0,0"
10914,2019-07-24,"0,68","0,64"
10914,2019-07-25,"0,2","0,3"
10914,2019-07-26,"0,8","0,0"
10914,2019-07-27,"0,26666666666666666","0,09333333333333334"
10914,2019-07-28,"0,22666666666666668","0,12"
10914,2019-07-29,"0,44","0,12"
10914,2019-07-30,"0,68","0,0"
10914,2019-07-31,"0,4","0,26"
10914,2019-08-01,"0,24","0,2"
10914,2019-08-02,"0,8","0,0"
10914,2019-08-03,"0,6","0,10666666666666667"
10914,2019-08-04,"0,5333333333333333","0,06666666666666667"
10914,2019-08-05,"0,4","0,2"
10914,2019-08-06,"1,0","0,0"
10914,2019-08-07,"0,6","0,0"
10914,2019-08-08,"0,5","0,36"
10914,2019-08-09,"0,8","0,0"
10914,2019-08-10,"0,36000000000000004","0,13333333333333333"
10914,2019-08-11,"1,0","0,0"
10914,2019-08-12,"1,0","0,8"
10914,2019-08-13,"1,0","0,0"
10914,2019-08-14,"0,6","0,0"
10914,2019-08-15,"1,0","0,8"
10914,2019-08-16,"0,8","0,0"
10914,2019-08-17,"0,44","0,10666666666666667"
10914,2019-08-18,"1,0","0,3"
10914,2019-08-19,"0,6","0,4"
10914,2019-08-20,"0,48","0,0"
10914,2019-08-21,"0,84","0,0"
10914,2019-08-22,"0,8","1,0"
10914,2019-08-23,"0,62","0,0"
10914,2019-08-24,"0,88","0,4"
10914,2019-08-25,"0,6666666666666666","0,3333333333333333"
10914,2019-08-26,"0,8","0,4"
10914,2019-08-27,"0,68","0,0"
10914,2019-08-28,"0,4","0,0"
10914,2019-08-29,"0,8","1,0"
10914,2019-08-30,"0,8","0,0"
10914,2019-08-31,"0,5733333333333334","0,3333333333333333"
10914,2019-09-01,"0,6666666666666666","0,26666666666666666"
10914,2019-09-02,"0,8","0,4"
10914,2019-09-03,"0,48","0,0"
10914,2019-09-04,"0,76","0,0"
10914,2019-09-05,"0,8","0,8"
10914,2019-09-06,"0,9","0,0"
10914,2019-09-07,"0,64","0,3333333333333333"
10914,2019-09-08,"0,6","0,06666666666666667"
10914,2019-09-09,"0,12","0,26"
10914,2019-09-10,"0,52","0,0"
10914,2019-09-11,"0,8","0,0"
10914,2019-09-12,"0,5","0,0"
10914,2019-09-13,"0,56","0,0"
10914,2019-09-14,"0,5866666666666667","0,14666666666666667"
10914,2019-09-15,"0,6666666666666666","0,12"
10914,2019-09-16,"1,0","0,8"
10914,2019-09-17,"0,68","0,0"
10914,2019-09-18,"0,8","0,0"
10914,2019-09-19,"0,8","0,6"
10914,2019-09-20,"0,6000000000000001","0,0"
10914,2019-09-21,"0,6133333333333333","0,3333333333333333"
10914,2019-09-22,"0,6666666666666666","0,09333333333333334"
10914,2019-09-23,"0,4","0,1"
10914,2019-09-24,"0,8","0,0"
10914,2019-09-25,"0,8","0,0"
10914,2019-09-26,"0,22","0,4"
10914,2019-09-27,"0,72","0,0"
10914,2019-09-28,"0,5333333333333333","0,3333333333333333"
10914,2019-09-29,"0,6666666666666666","0,08"
10914,2019-09-30,"1,0","1,0"
10914,2019-10-01,"1,0","0,0"
10914,2019-10-02,"0,64","0,0"
10914,2019-10-03,"0,88","0,8"
10914,2019-10-04,"0,56","0,26"
10914,2019-10-05,"0,32","0,08"
10914,2019-10-06,"0,6666666666666666","0,10666666666666667"
10914,2019-10-07,"1,0","0,48"
10914,2019-10-08,"0,68","0,0"
10914,2019-10-09,"0,52","0,0"
10914,2019-10-10,"0,88","0,56"
10914,2019-10-11,"0,72","0,26"
10914,2019-10-12,"0,26666666666666666","0,09333333333333334"
10914,2019-10-13,"0,5333333333333333","0,10666666666666667"
10914,2019-10-14,"0,14","0,16"
10914,2019-10-15,"1,0","0,0"
10914,2019-10-16,"0,45","0,0"
10914,2019-10-17,"0,26","0,4"
10914,2019-10-18,"0,56","0,0"
10914,2019-10-19,"0,5333333333333333","0,09333333333333334"
10914,2019-10-20,"0,26666666666666666","0,3066666666666667"
10914,2019-10-21,"0,1","0,1"
10914,2019-10-22,"0,96","0,0"
10914,2019-10-23,"0,6","0,0"
10914,2019-10-24,"0,8","0,84"
10914,2019-10-25,"0,72","0,0"
10914,2019-10-26,"0,3333333333333333","0,16"
10914,2019-10-27,"0,26666666666666666","0,26666666666666666"
10914,2019-10-28,"0,8","0,6"
10914,2019-10-29,"1,0","0,0"
10914,2019-10-30,"1,0","0,0"
10914,2019-10-31,"0,3","0,5"
10914,2019-11-01,"0,7","0,0"
10914,2019-11-02,"0,26666666666666666","0,3333333333333333"
10914,2019-11-03,"0,30666666666666664","0,26666666666666666"
10914,2019-11-04,"0,1","0,3"
10914,2019-11-05,"1,02","0,0"
10914,2019-11-06,"0,48","0,0"
10914,2019-11-07,"0,2","0,5"
10914,2019-11-08,"0,74","0,0"
10914,2019-11-09,"0,4000000000000001","0,3666666666666667"
10914,2019-11-10,"0,4666666666666666","0,26666666666666666"
10914,2019-11-11,"0,72","0,44"
10914,2019-11-12,"0,8","0,0"
10914,2019-11-13,"0,44","0,0"
10914,2019-11-14,"0,88","0,84"
10914,2019-11-15,"0,6000000000000001","0,0"
10914,2019-11-16,"0,4266666666666667","0,32"
10914,2019-11-17,"0,5333333333333333","0,26666666666666666"
10914,2019-11-18,"0,3","0,2"
10914,2019-11-19,"1,0","0,0"
10914,2019-11-20,"0,8","0,0"
10914,2019-11-21,"0,36","0,4"
10914,2019-11-22,"0,56","0,0"
10914,2019-11-23,"0,36000000000000004","0,3333333333333333"
10914,2019-11-24,"0,5333333333333333","0,26666666666666666"
10914,2019-11-25,"1,0","0,48"
10914,2019-11-26,"0,64","0,0"
10914,2019-11-27,"0,56","0,0"
10914,2019-11-28,"0,3","0,4"
10914,2019-11-29,"0,4","0,0"
10914,2019-11-30,"0,4266666666666667","0,13333333333333333"
10914,2019-12-01,"0,6666666666666666","0,17333333333333334"
10914,2019-12-02,"0,26","0,5"
10914,2019-12-03,"1,0","0,0"
10914,2019-12-04,"0,26","0,38"
10914,2019-12-05,"0,8","0,0"
10914,2019-12-06,"0,4266666666666667","0,10666666666666667"
10914,2019-12-07,"0,64","0,0"
10914,2019-12-08,"0,6533333333333333","0,3666666666666667"
10914,2019-12-09,"0,2","0,24"
10914,2019-12-10,"1,0","0,0"
10914,2019-12-11,"0,4","0,3"
10914,2019-12-12,"0,6","0,0"
10914,2019-12-13,"0,5066666666666667","0,24"
10914,2019-12-14,"0,6","0,0"
10914,2019-12-15,"0,6666666666666666","0,17333333333333334"
10914,2019-12-16,"0,2","0,5"
10914,2019-12-17,"1,0","0,0"
10914,2019-12-18,"1,0","0,6"
10914,2019-12-19,"0,4","0,28"
10914,2019-12-20,"0,9","0,16"
10914,2019-12-21,"1,1","0,0"
10914,2019-12-22,"0,62","0,3333333333333333"
10914,2019-12-23,"0,4666666666666666","0,3066666666666667"
10914,2019-12-24,"1,0","0,8"
10914,2019-12-25,"0,5","0,26666666666666666"
10914,2019-12-26,"0,8300000000000001","0,26"
10914,2019-12-27,"0,43333333333333335","0,16"
10914,2019-12-28,"0,7000000000000001","0,16"
10914,2019-12-29,"0,6666666666666666","0,13333333333333333"
10914,2019-12-30,"0,62","0,34"
10914,2019-12-31,"0,5666666666666668","0,16666666666666666"
10914,2020-01-01,"0,26666666666666666","0,13333333333333333"
10914,2020-01-02,"0,6799999999999999","0,26"
10914,2020-01-03,"0,8200000000000001","0,38"
10914,2020-01-04,"0,4666666666666666","0,3333333333333333"
10914,2020-01-05,"0,6266666666666666","0,08"
10914,2020-01-06,"0,6","0,26666666666666666"
10914,2020-01-07,"1,0","0,0"
10914,2020-01-08,"0,4","0,25"
10914,2020-01-09,"0,6","0,68"
10914,2020-01-10,"0,72","0,25"
10914,2020-01-11,"0,39999999999999997","0,3333333333333333"
10914,2020-01-12,"0,39999999999999997","0,06666666666666667"
10914,2020-01-13,"0,92","0,84"
10914,2020-01-14,"1,0","0,0"
10914,2020-01-15,"0,56","0,0"
10914,2020-01-16,"0,2","0,42"
10914,2020-01-17,"0,72","0,0"
10914,2020-01-18,"0,3866666666666667","0,3333333333333333"
10914,2020-01-19,"0,5066666666666667","0,25333333333333335"
10914,2020-01-20,"0,88","0,76"
10914,2020-01-21,"0,8","0,0"
10914,2020-01-22,"0,64","0,0"
10914,2020-01-23,"0,46","0,5"
10914,2020-01-24,"0,38","0,0"
10914,2020-01-25,"0,49333333333333335","0,19999999999999998"
10914,2020-01-26,"0,5733333333333334","0,2333333333333333"
10914,2020-01-27,"0,16","0,2"
10914,2020-01-28,"1,0","0,0"
10914,2020-01-29,"0,32","0,0"
10914,2020-01-30,"0,4","0,42"
10914,2020-01-31,"0,30000000000000004","0,0"
10914,2020-02-01,"1,0","0,5"
10914,2020-02-02,"0,6666666666666666","0,3333333333333333"
10914,2020-02-03,"1,0","0,88"
10914,2020-02-04,"0,8","0,0"
10914,2020-02-05,"0,6","0,0"
10914,2020-02-06,"0,2","0,5"
10914,2020-02-07,"0,6599999999999999","0,0"
10914,2020-02-08,"0,4000000000000001","0,18666666666666668"
10914,2020-02-09,"0,4266666666666667","0,26666666666666666"
10914,2020-02-10,"0,84","0,72"
10914,2020-02-11,"0,8","0,0"
10914,2020-02-12,"0,52","0,0"
10914,2020-02-13,"0,22","0,46"
10914,2020-02-14,"0,6799999999999999","0,28"
10914,2020-02-15,"0,6","0,26666666666666666"
10914,2020-02-16,"0,75","0,15"
10914,2020-02-17,"1,0","0,68"
10914,2020-02-18,"0,6","0,0"
10914,2020-02-19,"0,4","0,0"
10914,2020-02-20,"0,5","0,5"
10914,2020-02-21,"0,68","0,0"
10914,2020-02-22,"0,6","0,3333333333333333"
10914,2020-02-23,"0,6666666666666666","0,26666666666666666"
10914,2020-02-24,"0,84","0,48"
10914,2020-02-25,"0,8","0,0"
10914,2020-02-26,"0,4","0,0"
10914,2020-02-27,"0,5","0,5"
10914,2020-02-28,"0,44000000000000006","0,22"
10914,2020-02-29,"0,6666666666666666","0,3333333333333333"
10914,2020-03-01,"0,6666666666666666","0,3066666666666667"
10914,2020-03-02,"0,64","0,4"
10914,2020-03-03,"0,52","0,0"
10914,2020-03-04,"0,32","0,0"
10914,2020-03-05,"0,16","0,5"
10914,2020-03-06,"0,29333333333333333","0,17333333333333334"
10914,2020-03-07,"0,6","0,3333333333333333"
10914,2020-03-08,"0,6666666666666666","0,3333333333333333"
10914,2020-03-09,"0,22","0,16"
10914,2020-03-10,"0,8","0,0"
10914,2020-03-11,"0,8","0,0"
10914,2020-03-12,"0,3","0,4"
10914,2020-03-13,"0,74","0,32"
10914,2020-03-14,"0,6666666666666666","0,3333333333333333"
10914,2020-03-15,"0,6666666666666666","0,3333333333333333"
10914,2020-03-16,"1,0","0,44"
10914,2020-03-17,"0,8","0,0"
10914,2020-03-18,"0,72","0,0"
10914,2020-03-19,"0,5","0,5"
10914,2020-03-20,"0,94","0,28"
10914,2020-03-21,"0,6666666666666666","0,26666666666666666"
10914,2020-03-22,"0,6666666666666666","0,3333333333333333"
10914,2020-03-23,"0,8","0,44"
10914,2020-03-24,"0,8","0,0"
10914,2020-03-25,"0,72","0,0"
10914,2020-03-26,"0,5","0,5"
10914,2020-03-27,"0,6799999999999999","0,3"
10914,2020-03-28,"0,5066666666666667","0,3333333333333333"
10914,2020-03-29,"0,7000000000000001","0,3333333333333333"
10914,2020-03-30,"0,88","0,72"
10914,2020-03-31,"1,0","0,0"
10914,2020-04-01,"0,88","0,0"
10914,2020-04-02,"0,5","0,4"
10914,2020-04-03,"0,64","0,3"
10914,2020-04-04,"0,6","0,3333333333333333"
10914,2020-04-05,"0,6666666666666666","0,26666666666666666"
10914,2020-04-06,"0,84","0,88"
10914,2020-04-07,"1,1","0,0"
10914,2020-04-08,"1,0","0,0"
10914,2020-04-09,"0,55","0,5"
10914,2020-04-10,"0,96","0,32"
10914,2020-04-11,"0,6","0,3333333333333333"
10914,2020-04-12,"0,6666666666666666","0,26666666666666666"
10914,2020-04-13,"1,0","0,72"
10914,2020-04-14,"1,0","0,0"
10914,2020-04-15,"1,1","0,0"
10914,2020-04-16,"0,55","0,5"
10914,2020-04-17,"0,7","0,3"
10914,2020-04-18,"0,6666666666666666","0,3333333333333333"
10914,2020-04-19,"0,6666666666666666","0,3333333333333333"
10914,2020-04-20,"1,1","0,64"
10914,2020-04-21,"0,6","0,0"
10914,2020-04-22,"1,0","0,8"
10914,2020-04-23,"0,4","0,3"
10914,2020-04-24,"0,96","0,26"
10914,2020-04-25,"0,5533333333333333","0,3333333333333333"
10914,2020-04-26,"0,7000000000000001","0,3333333333333333"
10914,2020-04-27,"1,0","0,48"
