SPID,date,% Paper,% Plastic,Latitude,Longitude
7444,2019-01-01,"1,0","0,0","39,941","33,05616666666667"
7444,2019-01-02,"0,4166666666666667","0,3333333333333333","39,941","33,05616666666667"
7444,2019-01-03,"0,5","0,375","39,941","33,05616666666667"
7444,2019-01-04,"0,5","0,12666666666666668","39,941","33,05616666666667"
7444,2019-01-05,"0,6666666666666666","0,2333333333333333","39,941","33,05616666666667"
7444,2019-01-06,"0,5833333333333334","0,13333333333333333","39,941","33,05616666666667"
7444,2019-01-07,"0,71","0,4","39,941","33,05616666666667"
7444,2019-01-08,"0,6","0,0","39,941","33,05616666666667"
7444,2019-01-09,"1,1","1,1","39,941","33,05616666666667"
7444,2019-01-10,"0,8","0,0","39,941","33,05616666666667"
7444,2019-01-11,"0,6","0,6","39,941","33,05616666666667"
7444,2019-01-12,"0,54","0,16666666666666666","39,941","33,05616666666667"
7444,2019-01-13,"0,5833333333333334","0,25","39,941","33,05616666666667"
7444,2019-01-14,"1,0","0,6","39,941","33,05616666666667"
7444,2019-01-15,"0,8","0,0","39,941","33,05616666666667"
7444,2019-01-16,"0,5","0,4","39,941","33,05616666666667"
7444,2019-01-17,"0,8","0,0","39,941","33,05616666666667"
7444,2019-01-18,"0,8","0,8","39,941","33,05616666666667"
7444,2019-01-19,"0,5833333333333334","0,19999999999999998","39,941","33,05616666666667"
7444,2019-01-20,"0,5","0,26666666666666666","39,941","33,05616666666667"
7444,2019-01-21,"0,8","0,6","39,941","33,05616666666667"
7444,2019-01-22,"0,8","0,8","39,941","33,05616666666667"
7444,2019-01-23,"0,8","0,8","39,941","33,05616666666667"
7444,2019-01-24,"0,6","0,0","39,941","33,05616666666667"
7444,2019-01-25,"0,5","0,375","39,941","33,05616666666667"
7444,2019-01-26,"0,5833333333333334","0,16666666666666666","39,941","33,05616666666667"
7444,2019-01-27,"0,6666666666666666","0,3333333333333333","39,941","33,05616666666667"
7444,2019-01-28,"0,25","0,16666666666666666","39,941","33,05616666666667"
7444,2019-01-29,"0,75","0,0","39,941","33,05616666666667"
7444,2019-01-30,"0,375","0,5","39,941","33,05616666666667"
7444,2019-01-31,"0,75","0,0","39,941","33,05616666666667"
7444,2019-02-01,"0,375","0,375","39,941","33,05616666666667"
7444,2019-02-02,"0,5","0,16666666666666666","39,941","33,05616666666667"
7444,2019-02-03,"0,4166666666666667","0,3333333333333333","39,941","33,05616666666667"
7444,2019-02-04,"0,5","0,375","39,941","33,05616666666667"
7444,2019-02-05,"0,75","0,0","39,941","33,05616666666667"
7444,2019-02-06,"0,5","0,5","39,941","33,05616666666667"
7444,2019-02-07,"1,0","0,0","39,941","33,05616666666667"
7444,2019-02-08,"0,5","0,5","39,941","33,05616666666667"
7444,2019-02-09,"0,5833333333333334","0,3333333333333333","39,941","33,05616666666667"
7444,2019-02-10,"0,6166666666666667","0,16666666666666666","39,941","33,05616666666667"
7444,2019-02-11,"0,94","0,0","39,941","33,05616666666667"
7444,2019-02-12,"1,0","0,0","39,941","33,05616666666667"
7444,2019-02-13,"0,5","0,31","39,941","33,05616666666667"
7444,2019-02-14,"1,0","0,0","39,941","33,05616666666667"
7444,2019-02-15,"0,8","0,8","39,941","33,05616666666667"
7444,2019-02-16,"0,5833333333333334","0,3333333333333333","39,941","33,05616666666667"
7444,2019-02-17,"0,5333333333333333","0,25","39,941","33,05616666666667"
7444,2019-02-18,"1,0","0,6","39,941","33,05616666666667"
7444,2019-02-19,"1,0","0,0","39,941","33,05616666666667"
7444,2019-02-20,"0,5","0,375","39,941","33,05616666666667"
7444,2019-02-21,"1,0","0,0","39,941","33,05616666666667"
7444,2019-02-22,"0,375","0,5","39,941","33,05616666666667"
7444,2019-02-23,"0,6666666666666666","0,25","39,941","33,05616666666667"
7444,2019-02-24,"0,6666666666666666","0,26666666666666666","39,941","33,05616666666667"
7444,2019-02-25,"0,25","0,3","39,941","33,05616666666667"
7444,2019-02-26,"0,75","0,0","39,941","33,05616666666667"
7444,2019-02-27,"0,44","0,375","39,941","33,05616666666667"
7444,2019-02-28,"0,75","0,0","39,941","33,05616666666667"
7444,2019-03-01,"0,5","0,375","39,941","33,05616666666667"
7444,2019-03-02,"0,6","0,25","39,941","33,05616666666667"
7444,2019-03-03,"0,37333333333333335","0,25","39,941","33,05616666666667"
7444,2019-03-04,"0,375","0,25","39,941","33,05616666666667"
7444,2019-03-05,"1,0","0,0","39,941","33,05616666666667"
7444,2019-03-06,"0,4","0,4","39,941","33,05616666666667"
7444,2019-03-07,"1,0","0,0","39,941","33,05616666666667"
